id,transaction_date,description,amount,reference_number
txn-08286,2024-12-24,JOHN DAVID SMITH DEP,450.00,REF0286
txn-06401,2024-12-24,BETTY K,198.50,REF0401
txn-01189,2024-12-22,KING BETTY DEPOSIT,198.50,REF0189
txn-00551,2024-12-16,P MARTIN ACH,1100.00,REF0551
txn-05092,2024-12-15,MARTIN PATRICIA ONLINE PMT,1100.00,REF0092
txn-04941,2024-12-19,INVESTMENT INCOME,756.49,EXT0941
txn-02769,2024-12-22,MISC PAYMENT,1678.00,
txn-09416,2024-12-20,MICHELLE T,1875.50,REF0416
txn-03382,2024-12-18,SARAH ELIZABETH JONES ONLINE PMT,1200.00,REF0382
txn-06518,2024-12-13,MITCHELL M WIRE,234.25,REF0518
txn-06544,2024-12-18,E PEREZ CHECK,1678.00,REF0544
txn-02296,2024-12-20,"MOORE, LINDA WIRE",675.00,REF0296
txn-06137,2024-12-24,RONALD GENE GREEN ONLINE,1234.00,REF0137
txn-06503,2024-12-18,KING B CHECK DEP,198.50,REF0503
txn-09470,2024-12-13,MICHELLE T,1875.50,REF0470
txn-02995,2024-12-19,BANK ADJUSTMENT,50.52,EXT0995
txn-00202,2024-12-20,"BAKER, KENNETH ACH",3456.00,REF0202
txn-09879,2024-12-19,WIRE RECEIVED,1100.00,REF0879
txn-08486,2024-12-14,JOH SMITH ONLINE PMT,450.00,REF0486
txn-07849,2024-12-24,DEPOSIT,3200.00,REF0849
txn-03895,2024-12-14,CUSTOMER PAYMENT,1678.00,REF0895
txn-00511,2024-12-15,JOHN SMITH,450.00,REF0511
txn-09924,2024-12-16,ROYALTY PAYMENT,999.56,EXT0924
txn-02945,2024-12-18,TAX REFUND DEPOSIT,1880.21,EXT0945
txn-00595,2024-12-15,AMANDA W,3200.00,REF0595
txn-00340,2024-12-25,DAVIS EMILY DEPOSIT,2340.00,REF0340
txn-04252,2024-12-13,ACH PMT THOMAS WAYNE ROBINSON,4125.00,REF0252
txn-08150,2024-12-17,"WHITE, ELIZABETH ONLINE",5600.00,REF0150
txn-06965,2024-12-16,ROYALTY PAYMENT,1279.00,EXT0965
txn-05374,2024-12-22,"WRIGHT, DONALD DEP",2345.00,REF0374
txn-00892,2024-12-13,CHECK PAYMENT,789.25,
txn-00140,2024-12-12,LEWIS SUSAN CHECK DEP,923.25,REF0140
txn-00267,2024-12-21,"CARTER, GEORGE ACH PMT",9870.50,REF0267
txn-01124,2024-12-17,CLARK JOSEPH PAYMENT,1567.00,REF0124
txn-04227,2024-12-21,"ANDERSON, ROBERT ONLINE",725.00,REF0227
txn-00701,2024-12-22,CASH DEPOSIT,456.75,
txn-04750,2024-12-16,MISC PAYMENT,4125.00,REF0750
txn-00472,2024-12-20,E PEREZ CHECK,1678.00,REF0472
txn-05258,2024-12-23,BETTY JO KING DEPOSIT,198.50,REF0258
txn-04270,2024-12-19,RONALD GENE GREEN PAYMENT,1234.00,REF0270
txn-05177,2024-12-12,DEP LINDA CAROL MOORE,675.00,REF0177
txn-08046,2024-12-18,ONLINE SANDRA LEE ADAMS,456.75,REF0046
txn-03878,2024-12-20,UNKNOWN DEPOSIT,1890.75,REF0878
txn-07700,2024-12-22,PAT MARTIN CHECK DEP,1100.00,REF0700
txn-00561,2024-12-17,J SMITH PAYMENT,450.00,REF0561
txn-09046,2024-12-18,ONLINE SANDRA LEE ADAMS,456.75,REF0046
txn-06742,2024-12-12,PAYMENT,567.00,
txn-04715,2024-12-12,PAYMENT RECEIVED,432.75,
txn-09777,2024-12-19,ACH TRANSFER,2567.75,REF0777
txn-05061,2024-12-23,"LEE, BARBARA ONLINE PMT",345.50,REF0061
txn-08136,2024-12-12,DONALD RAY WRIGHT DEPOSIT,2345.00,REF0136
txn-03651,2024-12-22,DEP J SMITH,450.00,REF0651
txn-05968,2024-12-18,INVESTMENT INCOME,940.63,EXT0968
txn-01533,2024-12-18,ADAMS SAND,456.75,REF0533
txn-01504,2024-12-22,JENNIFER G,4500.00,REF0504
txn-01285,2024-12-17,WIRE DOROTHY MAE SCOTT,789.25,REF0285
txn-03877,2024-12-16,CUSTOMER PAYMENT,1875.50,REF0877
txn-06220,2024-12-24,ALLEN KAREN ACH,534.00,REF0220
txn-07763,2024-12-22,CASH DEPOSIT,892.50,REF0763
txn-00549,2024-12-22,ONLINE PMT A NELSON,567.00,REF0549
txn-06894,2024-12-25,UNKNOWN DEPOSIT,9870.50,REF0894
txn-06352,2024-12-12,AMANDA LYNN WILSON ONLINE PMT,3200.00,REF0352
txn-00198,2024-12-12,ONLINE PMT STEVEN PAUL YOUNG,6750.00,REF0198
txn-05404,2024-12-24,PEREZ E DEP,1678.00,REF0404
txn-02992,2024-12-13,ROYALTY PAYMENT,1490.90,EXT0992
txn-07257,2024-12-25,ELIZABETH JANE WHITE ACH,5600.00,REF0257
txn-05318,2024-12-20,"WALKER, NANCY ACH PMT",287.00,REF0318
txn-06547,2024-12-16,ACH PMT J CLARK,1567.00,REF0547
txn-03552,2024-12-19,MARTIN P PAYMENT,1100.00,REF0552
txn-00374,2024-12-22,"WRIGHT, DONALD DEP",2345.00,REF0374
txn-05203,2024-12-20,WALKER NANCY CHECK DEP,287.00,REF0203
txn-00877,2024-12-16,CUSTOMER PAYMENT,1875.50,REF0877
txn-06356,2024-12-22,ROBINSON THOMAS ONLINE PMT,4125.00,REF0356
txn-00758,2024-12-13,DEPOSIT,287.00,REF0758
txn-08776,2024-12-21,ONLINE DEPOSIT,3200.00,REF0776
txn-06226,2024-12-11,"GARCIA, JENNIFER ONLINE",4500.00,REF0226
txn-06676,2024-12-18,E WHITE DEP,5600.00,REF0676
txn-03030,2024-12-21,HARRIS JAMES ACH,432.75,REF0030
txn-05896,2024-12-12,UNKNOWN DEPOSIT,2567.75,REF0896
txn-09396,2024-12-20,"BROWN, CHRISTOPHER PAYMENT",567.25,REF0396
txn-02661,2024-12-19,D THOMPSON DEPOSIT,2890.00,REF0661
txn-02672,2024-12-21,J CLARK ONLINE,1567.00,REF0672
txn-07155,2024-12-19,"WHITE, ELIZABETH CHECK DEP",5600.00,REF0155
txn-04572,2024-12-17,E DAVIS DEPOSIT,2340.00,REF0572
txn-01435,2024-12-14,RON GREEN PAYMENT,1234.00,REF0435
txn-02861,2024-12-24,MISC PAYMENT,675.00,REF0861
txn-08692,2024-12-10,ROBINSON THOM,4125.00,REF0692
txn-07066,2024-12-18,JENNIFER ANN GARCIA DEPOSIT,4500.00,REF0066
txn-06906,2024-12-17,SETTLEMENT PAYMENT,5709.05,EXT0906
txn-06485,2024-12-20,WALKER NANC,287.00,REF0485
txn-03533,2024-12-18,ADAMS SAND,456.75,REF0533
txn-05172,2024-12-22,"JOHNSON, SARAH PAYMENT",1200.00,REF0172
txn-04278,2024-12-15,WIRE CHARLES EDWARD HALL,1890.75,REF0278
txn-07493,2024-12-10,E PEREZ ONLINE PMT,1678.00,REF0493
txn-07551,2024-12-16,P MARTIN ACH,1100.00,REF0551
txn-04120,2024-12-24,JONES SARAH DEP,1200.00,REF0120
txn-00048,2024-12-15,PAYMENT SARAH MARIE JOHNSON,1200.00,REF0048
txn-00206,2024-12-21,MARIA TERESA CAMPBELL ONLINE PMT,2567.75,REF0206
txn-03165,2024-12-19,"CARTER, GEORGE WIRE",9870.50,REF0165
txn-09619,2024-12-20,NAN WALKER DEP,287.00,REF0619
txn-02607,2024-12-24,BARBARA LEE,345.50,REF0607
txn-06162,2024-12-15,BRIAN LEE TURNER DEPOSIT,4560.00,REF0162
txn-09825,2024-12-19,WIRE TRANSFER,6750.00,REF0825
txn-02093,2024-12-11,"JACKSON, WILLIAM ACH",299.00,REF0093
txn-06529,2024-12-11,HALL C ONLINE PMT,1890.75,REF0529
txn-07722,2024-12-20,CHECK RECEIVED,923.25,REF0722
txn-00382,2024-12-18,SARAH ELIZABETH JONES ONLINE PMT,1200.00,REF0382
txn-05678,2024-12-20,E WHITE DEPOSIT,5600.00,REF0678
txn-07054,2024-12-25,TURNER BRIAN PAYMENT,4560.00,REF0054
txn-01244,2024-12-12,WRIGHT DONALD ONLINE,2345.00,REF0244
txn-09410,2024-12-16,PAYMENT K ALLEN,534.00,REF0410
txn-03159,2024-12-12,PAYMENT JAMES PATRICK HARRIS,432.75,REF0159
txn-07207,2024-12-11,CHECK DEP GEORGE WILLIAM CARTER,9870.50,REF0207
txn-00981,2024-12-24,INSURANCE REFUND,678.70,EXT0981
txn-07818,2024-12-24,PAYMENT RECEIVED,2345.00,REF0818
txn-08168,2024-12-17,ADAMS SANDRA DEP,456.75,REF0168
txn-07671,2024-12-20,ACH PMT R ROBERTS,892.50,REF0671
txn-05752,2024-12-25,ACH DEPOSIT,567.25,REF0752
txn-00103,2024-12-22,DAVIS EMILY ACH PMT,2340.00,REF0103
txn-08326,2024-12-10,"JACKSON, WILLIAM CHECK DEP",299.00,REF0326
txn-06738,2024-12-23,ACH TRANSFER,4560.00,REF0738
txn-00243,2024-12-18,"MOORE, LINDA CHECK",675.00,REF0243
txn-05448,2024-12-22,J CLARK WIRE,1567.00,REF0448
txn-00291,2024-12-25,NELSON ASHLEY DEP,567.00,REF0291
txn-03300,2024-12-25,PAYMENT DAVID ALLEN MARTINEZ,189.99,REF0300
txn-09229,2024-12-18,RUTH ELLEN ROBERTS DEP,892.50,REF0229
txn-09231,2024-12-14,BETTY JO KING DEPOSIT,198.50,REF0231
txn-06642,2024-12-19,JOHN SMITH,450.00,REF0642
txn-03535,2024-12-16,DAVID M,189.99,REF0535
txn-07398,2024-12-15,PATRICIA SUE MARTIN ONLINE,1100.00,REF0398
txn-09492,2024-12-14,CHECK DEP P MARTIN,1100.00,REF0492
txn-07440,2024-12-12,M WILLIAMS CHECK DEP,875.50,REF0440
txn-05470,2024-12-13,MICHELLE T,1875.50,REF0470
txn-06668,2024-12-19,KEVIN P,345.00,REF0668
txn-06793,2024-12-18,CHECK DEPOSIT,432.75,
txn-01092,2024-12-15,MARTIN PATRICIA ONLINE PMT,1100.00,REF0092
txn-02369,2024-12-21,CHECK DEP KAREN SUE ALLEN,534.00,REF0369
txn-06028,2024-12-23,WIRE ROBERT LEE ANDERSON,725.00,REF0028
txn-02337,2024-12-21,SARAH ELIZABETH JONES DEPOSIT,1200.00,REF0337
txn-08073,2024-12-20,PAYMENT RICHARD DEAN TAYLOR,8900.00,REF0073
txn-00869,2024-12-11,PAYMENT RECEIVED,5600.00,REF0869
txn-00317,2024-12-25,CARTER GEORGE ACH PMT,9870.50,REF0317
txn-01896,2024-12-12,UNKNOWN DEPOSIT,2567.75,REF0896
txn-04333,2024-12-13,"MARTIN, PATRICIA WIRE",1100.00,REF0333
txn-03152,2024-12-23,CHECK DEP THOMAS WAYNE ROBINSON,4125.00,REF0152
txn-09076,2024-12-23,DEP DANIEL RAY THOMPSON,2890.00,REF0076
txn-03274,2024-12-11,CHECK DEP SANDRA LEE ADAMS,456.75,REF0274
txn-06498,2024-12-13,JACKSON W ACH PMT,299.00,REF0498
txn-05133,2024-12-21,"WRIGHT, DONALD DEP",2345.00,REF0133
txn-04145,2024-12-16,"TURNER, BRIAN DEPOSIT",4560.00,REF0145
txn-05759,2024-12-21,UNKNOWN DEPOSIT,450.00,
txn-03769,2024-12-22,MISC PAYMENT,1678.00,
txn-02860,2024-12-10,WIRE RECEIVED,567.00,REF0860
txn-02584,2024-12-22,EDWARD PEREZ,1678.00,REF0584
txn-04611,2024-12-17,SAR JOHNSON ACH PMT,1200.00,REF0611
txn-09896,2024-12-12,UNKNOWN DEPOSIT,2567.75,REF0896
txn-00191,2024-12-20,CHECK DEP JOHN DAVID SMITH,450.00,REF0191
txn-07896,2024-12-12,UNKNOWN DEPOSIT,2567.75,REF0896
txn-00528,2024-12-22,MIC WILLIAMS WIRE,875.50,REF0528
txn-06680,2024-12-17,D SCOTT ONLINE,789.25,REF0680
txn-04669,2024-12-17,CHECK P MARTIN,1100.00,REF0669
txn-08883,2024-12-24,CHECK RECEIVED,1200.00,REF0883
txn-02468,2024-12-19,ONLINE J CLARK,1567.00,REF0468
txn-04023,2024-12-22,SARAH MARIE JOHNSON CHECK DEP,1200.00,REF0023
txn-07876,2024-12-23,CHECK PAYMENT,2567.75,
txn-01753,2024-12-24,CASH DEPOSIT,675.00,REF0753
txn-08148,2024-12-19,KAREN SUE ALLEN ACH,534.00,REF0148
txn-03496,2024-12-20,MOORE LIND,675.00,REF0496
txn-07371,2024-12-13,ONLINE PMT STEVEN PAUL YOUNG,6750.00,REF0371
txn-01476,2024-12-24,DONALD W,2345.00,REF0476
txn-01822,2024-12-21,CHECK RECEIVED,198.50,REF0822
txn-06687,2024-12-13,ACH M WILLIAMS,875.50,REF0687
txn-00118,2024-12-10,"GREEN, RONALD CHECK",1234.00,REF0118
txn-06387,2024-12-14,PAYMENT PATRICIA SUE MARTIN,1100.00,REF0387
txn-04453,2024-12-15,DANIEL T,2890.00,REF0453
txn-05768,2024-12-11,PAYMENT,2567.75,REF0768
txn-02533,2024-12-18,ADAMS SAND,456.75,REF0533
txn-08303,2024-12-20,"ADAMS, SANDRA ACH PMT",456.75,REF0303
txn-09313,2024-12-11,LEWIS SUSAN CHECK,923.25,REF0313
txn-04829,2024-12-19,ACH DEPOSIT,875.50,REF0829
txn-03279,2024-12-23,JACKSON WILLIAM ACH,299.00,REF0279
txn-01256,2024-12-14,"ADAMS, SANDRA ACH PMT",456.75,REF0256
txn-00555,2024-12-22,BARBARA LEE,345.50,REF0555
txn-03699,2024-12-13,J SMITH DEP,450.00,REF0699
txn-03635,2024-12-11,DANIEL T,2890.00,REF0635
txn-09035,2024-12-22,"PHILLIPS, KEVIN CHECK",345.00,REF0035
txn-04127,2024-12-23,JOSEPH MARK CLARK PAYMENT,1567.00,REF0127
txn-07733,2024-12-14,MISC PAYMENT,1678.00,
txn-05139,2024-12-18,"LEE, BARBARA DEPOSIT",345.50,REF0139
txn-01868,2024-12-11,ACH TRANSFER,345.00,REF0868
txn-07605,2024-12-23,ACH PMT E WHITE,5600.00,REF0605
txn-07903,2024-12-17,INSURANCE REFUND,1974.34,EXT0903
txn-09737,2024-12-15,ACH DEPOSIT,534.00,
txn-00720,2024-12-18,ONLINE DEPOSIT,4125.00,
txn-09137,2024-12-24,RONALD GENE GREEN ONLINE,1234.00,REF0137
txn-02165,2024-12-19,"CARTER, GEORGE WIRE",9870.50,REF0165
txn-07987,2024-12-23,VENDOR REBATE,1009.82,EXT0987
txn-01056,2024-12-17,"WRIGHT, DONALD ACH PMT",2345.00,REF0056
txn-01347,2024-12-17,WIRE CHARLES EDWARD HALL,1890.75,REF0347
txn-00554,2024-12-10,B LEE DEPOSIT,345.50,REF0554
txn-03243,2024-12-18,"MOORE, LINDA CHECK",675.00,REF0243
txn-06936,2024-12-17,VENDOR REBATE,538.11,EXT0936
txn-01675,2024-12-20,WHITE ELIZ,5600.00,REF0675
txn-07258,2024-12-23,BETTY JO KING DEPOSIT,198.50,REF0258
txn-06736,2024-12-16,CHECK DEPOSIT,432.75,
txn-08759,2024-12-21,UNKNOWN DEPOSIT,450.00,
txn-04775,2024-12-25,CHECK DEPOSIT,198.50,
txn-05216,2024-12-21,DEP KEVIN MICHAEL PHILLIPS,345.00,REF0216
txn-09469,2024-12-16,ANDERSON R WIRE,725.00,REF0469
txn-08403,2024-12-17,WILSON AMAN,3200.00,REF0403
txn-09309,2024-12-10,BARBARA JEAN LEE ONLINE,345.50,REF0309
txn-08267,2024-12-21,"CARTER, GEORGE ACH PMT",9870.50,REF0267
txn-08010,2024-12-23,RUTH ELLEN ROBERTS CHECK,892.50,REF0010
txn-03723,2024-12-25,CASH DEPOSIT,1875.50,
txn-01009,2024-12-13,ONLINE PMT BARBARA JEAN LEE,345.50,REF0009
txn-02167,2024-12-11,CARTER GEORGE WIRE,9870.50,REF0167
txn-01707,2024-12-25,CUSTOMER PAYMENT,567.00,REF0707
txn-02074,2024-12-21,"WILLIAMS, MICHAEL WIRE",875.50,REF0074
txn-01610,2024-12-24,DON WRIGHT ONLINE PMT,2345.00,REF0610
txn-01779,2024-12-24,UNKNOWN DEPOSIT,2345.00,REF0779
txn-05226,2024-12-11,"GARCIA, JENNIFER ONLINE",4500.00,REF0226
txn-04772,2024-12-10,ACH DEPOSIT,1200.00,REF0772
txn-07368,2024-12-11,"GARCIA, JENNIFER WIRE",4500.00,REF0368
txn-02779,2024-12-24,UNKNOWN DEPOSIT,2345.00,REF0779
txn-02980,2024-12-15,GRANT DEPOSIT,17822.96,EXT0980
txn-01580,2024-12-17,J SMITH PAYMENT,450.00,REF0580
txn-07758,2024-12-13,DEPOSIT,287.00,REF0758
txn-05083,2024-12-16,CHECK DEP STEVEN PAUL YOUNG,6750.00,REF0083
txn-04367,2024-12-23,"ALLEN, KAREN ONLINE",534.00,REF0367
txn-04001,2024-12-15,"ROBERTS, RUTH ACH",892.50,REF0001
txn-02755,2024-12-23,CUSTOMER PAYMENT,1678.00,REF0755
txn-07502,2024-12-12,DOR SCOTT WIRE,789.25,REF0502
txn-08532,2024-12-25,PAYMENT D MARTINEZ,189.99,REF0532
txn-06089,2024-12-24,DEP GEORGE WILLIAM CARTER,9870.50,REF0089
txn-04100,2024-12-11,MARGARET ANN MITCHELL ONLINE PMT,234.25,REF0100
txn-04588,2024-12-11,K ALLEN ONLINE PMT,534.00,REF0588
txn-02575,2024-12-25,ROBINSON T ACH PMT,4125.00,REF0575
txn-03226,2024-12-11,"GARCIA, JENNIFER ONLINE",4500.00,REF0226
txn-08077,2024-12-14,PATRICIA SUE MARTIN WIRE,1100.00,REF0077
txn-00955,2024-12-25,DIVIDEND PAYMENT,849.33,EXT0955
txn-09049,2024-12-12,"SMITH, JOHN ACH PMT",450.00,REF0049
txn-07658,2024-12-25,MICHAEL W,875.50,REF0658
txn-06037,2024-12-16,ADAMS SANDRA ACH PMT,456.75,REF0037
txn-08090,2024-12-23,DOROTHY MAE SCOTT ACH,789.25,REF0090
txn-02696,2024-12-24,ACH PMT K PHILLIPS,345.00,REF0696
txn-00122,2024-12-17,THOMPSON DANIEL CHECK,2890.00,REF0122
txn-04220,2024-12-24,ALLEN KAREN ACH,534.00,REF0220
txn-00024,2024-12-20,PAYMENT EMILY ROSE DAVIS,2340.00,REF0024
txn-04641,2024-12-25,DAVID M,189.99,REF0641
txn-06098,2024-12-11,"DAVIS, EMILY ONLINE PMT",2340.00,REF0098
txn-00364,2024-12-13,JAMES PATRICK HARRIS ONLINE PMT,432.75,REF0364
txn-09937,2024-12-10,LOYALTY BONUS,53.14,EXT0937
txn-06289,2024-12-10,JOHNSON SARAH ONLINE PMT,1200.00,REF0289
txn-06006,2024-12-20,MARTINEZ DAVID WIRE,189.99,REF0006
txn-08085,2024-12-14,WIRE GEORGE WILLIAM CARTER,9870.50,REF0085
txn-04205,2024-12-23,"NELSON, ASHLEY ONLINE PMT",567.00,REF0205
txn-07886,2024-12-16,CASH DEPOSIT,1875.50,REF0886
txn-03404,2024-12-24,PEREZ E DEP,1678.00,REF0404
txn-05097,2024-12-17,CHECK CHARLES EDWARD HALL,1890.75,REF0097
txn-04752,2024-12-25,ACH DEPOSIT,567.25,REF0752
txn-01007,2024-12-14,BARBARA JEAN LEE DEP,345.50,REF0007
txn-07844,2024-12-25,ACH DEPOSIT,1678.00,
txn-04551,2024-12-16,P MARTIN ACH,1100.00,REF0551
txn-08548,2024-12-18,ELIZABETH WHITE,5600.00,REF0548
txn-01657,2024-12-21,DEPOSIT P MARTIN,1100.00,REF0657
txn-09576,2024-12-17,ALLEN KARE,534.00,REF0576
txn-09127,2024-12-23,JOSEPH MARK CLARK PAYMENT,1567.00,REF0127
txn-02735,2024-12-20,PAYMENT RECEIVED,725.00,REF0735
txn-03516,2024-12-14,ACH D SCOTT,789.25,REF0516
txn-07972,2024-12-21,INSURANCE REFUND,4142.36,EXT0972
txn-02430,2024-12-15,CHECK DEP M THOMAS,1875.50,REF0430
txn-07608,2024-12-21,ACH D WRIGHT,2345.00,REF0608
txn-08203,2024-12-20,WALKER NANCY CHECK DEP,287.00,REF0203
txn-06412,2024-12-13,S JONES WIRE,1200.00,REF0412
txn-03805,2024-12-12,CHECK RECEIVED,725.00,
txn-05777,2024-12-19,ACH TRANSFER,2567.75,REF0777
txn-07649,2024-12-21,KAREN ALLEN,534.00,REF0649
txn-00673,2024-12-16,DON WRIGHT ACH,2345.00,REF0673
txn-08921,2024-12-12,LOYALTY BONUS,10.19,EXT0921
txn-01795,2024-12-23,ACH TRANSFER,4560.00,REF0795
txn-08485,2024-12-20,WALKER NANC,287.00,REF0485
txn-07494,2024-12-15,ROBERTS R CHECK,892.50,REF0494
txn-06038,2024-12-24,CLARK JOSEPH ONLINE,1567.00,REF0038
txn-00940,2024-12-19,ROYALTY PAYMENT,1723.26,EXT0940
txn-09158,2024-12-18,JOSEPH MARK CLARK ONLINE,1567.00,REF0158
txn-07684,2024-12-15,LEE BARB,345.50,REF0684
txn-09101,2024-12-19,CHECK KEVIN MICHAEL PHILLIPS,345.00,REF0101
txn-00752,2024-12-25,ACH DEPOSIT,567.25,REF0752
txn-05741,2024-12-20,ACH TRANSFER,1200.00,REF0741
txn-01049,2024-12-12,"SMITH, JOHN ACH PMT",450.00,REF0049
txn-08658,2024-12-25,MICHAEL W,875.50,REF0658
txn-09150,2024-12-17,"WHITE, ELIZABETH ONLINE",5600.00,REF0150
txn-01917,2024-12-19,LOAN DISBURSEMENT,15925.74,EXT0917
txn-09982,2024-12-14,INVESTMENT INCOME,860.94,EXT0982
txn-02647,2024-12-19,ROBINSON T CHECK DEP,4125.00,REF0647
txn-08702,2024-12-24,CASH DEPOSIT,567.00,
txn-09529,2024-12-11,HALL C ONLINE PMT,1890.75,REF0529
txn-08668,2024-12-19,KEVIN P,345.00,REF0668
txn-08230,2024-12-14,ONLINE NANCY LOU WALKER,287.00,REF0230
txn-00434,2024-12-16,NANCY W,287.00,REF0434
txn-03735,2024-12-20,PAYMENT RECEIVED,725.00,REF0735
txn-03247,2024-12-20,ROBINSON THOMAS WIRE,4125.00,REF0247
txn-08177,2024-12-12,DEP LINDA CAROL MOORE,675.00,REF0177
txn-04900,2024-12-22,ACH DEPOSIT,4125.00,
txn-05035,2024-12-22,"PHILLIPS, KEVIN CHECK",345.00,REF0035
txn-09393,2024-12-15,STEVEN PAUL YOUNG ONLINE,6750.00,REF0393
txn-03169,2024-12-19,GREEN RONALD CHECK DEP,1234.00,REF0169
txn-00779,2024-12-24,UNKNOWN DEPOSIT,2345.00,REF0779
txn-04754,2024-12-13,WIRE TRANSFER,345.00,REF0754
txn-00726,2024-12-15,DEPOSIT,1234.00,REF0726
txn-00610,2024-12-24,DON WRIGHT ONLINE PMT,2345.00,REF0610
txn-02008,2024-12-17,MARTIN PATRICIA ONLINE,1100.00,REF0008
txn-07857,2024-12-21,CHECK RECEIVED,5600.00,REF0857
txn-03713,2024-12-21,CHECK DEPOSIT,675.00,REF0713
txn-03008,2024-12-17,MARTIN PATRICIA ONLINE,1100.00,REF0008
txn-05946,2024-12-20,REFUND FROM VENDOR,174.44,EXT0946
txn-01402,2024-12-24,WILSON A ONLINE PMT,3200.00,REF0402
txn-03819,2024-12-21,PAYMENT,3456.00,REF0819
txn-09264,2024-12-16,ONLINE PMT RONALD GENE GREEN,1234.00,REF0264
txn-00887,2024-12-23,CUSTOMER PAYMENT,8900.00,
txn-07053,2024-12-21,DEP WILLIAM SCOTT JACKSON,299.00,REF0053
txn-07478,2024-12-23,ACH R GREEN,1234.00,REF0478
txn-06189,2024-12-22,KING BETTY DEPOSIT,198.50,REF0189
txn-07865,2024-12-18,CHECK RECEIVED,1567.00,REF0865
txn-07210,2024-12-25,ONLINE SANDRA LEE ADAMS,456.75,REF0210
txn-09388,2024-12-18,CLARK JOSEPH ACH PMT,1567.00,REF0388
txn-00500,2024-12-24,BAKER KENN,3456.00,REF0500
txn-05132,2024-12-12,"PHILLIPS, KEVIN ACH PMT",345.00,REF0132
txn-09172,2024-12-22,"JOHNSON, SARAH PAYMENT",1200.00,REF0172
txn-01433,2024-12-25,MOORE LIND,675.00,REF0433
txn-06976,2024-12-21,INSURANCE REFUND,561.61,EXT0976
txn-01365,2024-12-19,JACKSON WILLIAM ONLINE,299.00,REF0365
txn-08328,2024-12-24,NELSON ASHLEY DEPOSIT,567.00,REF0328
txn-01665,2024-12-14,ALLEN KARE,534.00,REF0665
txn-02987,2024-12-23,VENDOR REBATE,1009.82,EXT0987
txn-03779,2024-12-24,UNKNOWN DEPOSIT,2345.00,REF0779
txn-09091,2024-12-14,ACH BRIAN LEE TURNER,4560.00,REF0091
txn-09304,2024-12-12,ONLINE PMT JAMES PATRICK HARRIS,432.75,REF0304
txn-04355,2024-12-13,"ROBERTS, RUTH ACH",892.50,REF0355
txn-02005,2024-12-18,DEP MARIA TERESA CAMPBELL,2567.75,REF0005
txn-05648,2024-12-17,MARTINEZ DAVI,189.99,REF0648
txn-09663,2024-12-19,CAMPBELL MARI,2567.75,REF0663
txn-02725,2024-12-23,UNKNOWN DEPOSIT,432.75,REF0725
txn-09780,2024-12-18,ACH TRANSFER,675.00,REF0780
txn-03524,2024-12-21,M MITCHELL WIRE,234.25,REF0524
txn-09534,2024-12-20,ROBERT ANDERSON,725.00,REF0534
txn-08149,2024-12-22,JAMES PATRICK HARRIS DEPOSIT,432.75,REF0149
txn-07723,2024-12-25,CASH DEPOSIT,1875.50,
txn-03244,2024-12-12,WRIGHT DONALD ONLINE,2345.00,REF0244
txn-07979,2024-12-14,VENDOR REBATE,1510.99,EXT0979
txn-03681,2024-12-11,STE YOUNG WIRE,6750.00,REF0681
txn-07994,2024-12-16,BANK ADJUSTMENT,84.67,EXT0994
txn-02285,2024-12-17,WIRE DOROTHY MAE SCOTT,789.25,REF0285
txn-05524,2024-12-21,M MITCHELL WIRE,234.25,REF0524
txn-00782,2024-12-12,UNKNOWN DEPOSIT,567.25,REF0782
txn-00695,2024-12-24,GARCIA JENN,4500.00,REF0695
txn-08156,2024-12-20,ONLINE KEVIN MICHAEL PHILLIPS,345.00,REF0156
txn-00246,2024-12-16,MOORE LINDA ONLINE PMT,675.00,REF0246
txn-08282,2024-12-18,PAYMENT BARBARA JEAN LEE,345.50,REF0282
txn-05645,2024-12-12,CHECK DEP D MARTINEZ,189.99,REF0645
txn-06337,2024-12-21,SARAH ELIZABETH JONES DEPOSIT,1200.00,REF0337
txn-01831,2024-12-12,COUNTER DEPOSIT,1875.50,REF0831
txn-05832,2024-12-19,ACH TRANSFER,1234.00,
txn-01986,2024-12-11,TAX REFUND DEPOSIT,584.28,EXT0986
txn-07868,2024-12-11,ACH TRANSFER,345.00,REF0868
txn-00316,2024-12-11,WIRE RICHARD DEAN TAYLOR,8900.00,REF0316
txn-02510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-02109,2024-12-11,"PEREZ, EDWARD ACH",1678.00,REF0109
txn-04510,2024-12-15,GREEN R ONLINE,1234.00,REF0510
txn-01884,2024-12-16,ACH DEPOSIT,875.50,
txn-04065,2024-12-21,DEPOSIT DONALD RAY WRIGHT,2345.00,REF0065
txn-09546,2024-12-19,ONLINE PMT D SCOTT,789.25,REF0546
txn-02878,2024-12-20,UNKNOWN DEPOSIT,1890.75,REF0878
txn-00049,2024-12-12,"SMITH, JOHN ACH PMT",450.00,REF0049
txn-09636,2024-12-15,LEE B ONLINE PMT,345.50,REF0636
txn-07188,2024-12-24,ACH PMT JOSEPH MARK CLARK,1567.00,REF0188
txn-09066,2024-12-18,JENNIFER ANN GARCIA DEPOSIT,4500.00,REF0066
txn-07160,2024-12-14,ONLINE MICHAEL ROBERT WILLIAMS,875.50,REF0160
txn-08166,2024-12-21,ONLINE PMT MARGARET ANN MITCHELL,234.25,REF0166
